Velocity field t=5s			
x (m)	y (m)	u (m/s)	v (m/s)
1.47	-0.62	2.1429367	-0.74725094
1.53	-0.62	2.1986734	-0.76878256
1.59	-0.62	2.25441	-0.79031418
1.65	-0.62	2.2319689	-0.8168895
1.71	-0.62	2.2818886	-0.85932257
1.77	-0.62	2.3300167	-0.85473271
1.83	-0.62	2.3682178	-0.80371424
1.89	-0.62	2.3798278	-0.76404791
1.95	-0.62	2.4210536	-0.72790519
2.01	-0.62	2.4550818	-0.71495843
2.07	-0.62	2.4601311	-0.6737489
2.13	-0.62	2.457261	-0.66176385
2.19	-0.62	2.4890761	-0.65618559
2.25	-0.62	2.5017242	-0.63946023
2.31	-0.62	2.5127729	-0.63083022
2.37	-0.62	2.514432	-0.63604624
2.43	-0.62	2.5083275	-0.62800828
2.49	-0.62	2.5035171	-0.63908517
2.55	-0.62	2.5212005	-0.62213723
2.61	-0.62	2.5055125	-0.60628013
2.67	-0.62	2.5399989	-0.57883861
2.73	-0.62	2.5262701	-0.58968344
2.79	-0.62	2.5065108	-0.60387736
2.85	-0.62	2.5186299	-0.61493245
2.91	-0.62	2.5189788	-0.5987598
2.97	-0.62	2.5306245	-0.54871658
3.03	-0.62	2.5511414	-0.54192296
3.09	-0.62	2.5301266	-0.53981189
3.15	-0.62	2.5451902	-0.51298341
3.21	-0.62	2.5059427	-0.50148507
3.27	-0.62	2.4986305	-0.51010299
3.33	-0.62	2.4636198	-0.49382204
3.39	-0.62	2.3981394	-0.55505299
3.45	-0.62	2.3865862	-0.54839663
3.51	-0.62	2.0000733	-0.67225806
3.57	-0.62	1.6962604	-0.52259072
3.63	-0.62	1.3315024	0.19174667
3.69	-0.62	1.4946633	0.16535481
3.75	-0.62	1.340978	0.22129508
3.81	-0.62	1.3293081	0.18978077
3.87	-0.62	1.3765097	0.14988812
3.93	-0.62	1.3624335	0.057900613
3.99	-0.62	1.4347651	0.077054427
4.05	-0.62	1.5635628	0.037113658
4.11	-0.62	1.6288232	-0.091293226
4.17	-0.62	1.7239265	0.014174491
4.23	-0.62	1.8147919	0.084092383
4.29	-0.62	1.8780923	0.13976694
4.35	-0.62	1.9523068	0.20663028
4.41	-0.62	2.0185954	0.26292152
4.47	-0.62	2.0216019	0.29702073
4.53	-0.62	2.0517029	0.37425859
4.59	-0.62	2.0331199	0.41091104
4.65	-0.62	2.0246605	0.39416193
4.71	-0.62	2.0572118	0.42523228
4.77	-0.62	2.0819752	0.45944239
4.83	-0.62	2.0659051	0.40396459
4.89	-0.62	2.0884139	0.39168019
4.95	-0.62	2.0404814	0.41966468
5.01	-0.62	2.0525188	0.43611305
5.07	-0.62	2.0413818	0.42653157
5.13	-0.62	2.1113309	0.32408925
5.19	-0.62	2.0993858	0.32533608
5.25	-0.62	2.0448164	0.34922864
5.31	-0.62	2.0495331	0.36722921
5.37	-0.62	2.0402248	0.36866097
5.43	-0.62	2.0143179	0.37923109
5.49	-0.62	1.9973562	0.39794459
5.55	-0.62	1.9517505	0.41708713
5.61	-0.62	1.9549119	0.41496546
5.67	-0.62	1.959727	0.3977221
5.73	-0.62	1.9570032	0.37782042
5.79	-0.62	1.9529921	0.38132273
5.85	-0.62	1.9308439	0.40950052
0.21	-0.58	1.6854901	-0.49037377
0.27	-0.58	1.4353734	-0.34454834
0.33	-0.58	1.4837605	-0.25827219
0.39	-0.58	1.7040289	-0.27479019
0.45	-0.58	2.045584	-0.2215202
0.51	-0.58	1.9429097	-0.71558187
0.57	-0.58	2.09375	-0.28111027
0.63	-0.58	2.4261639	-0.32319069
0.69	-0.58	2.2987081	-0.74867902
0.75	-0.58	2.2071661	-0.77825635
0.81	-0.58	2.2025476	-0.45106533
0.87	-0.58	2.1909076	-0.64579767
0.93	-0.58	2.2680593	-0.68964547
0.99	-0.58	2.2051665	-0.66849348
1.05	-0.58	2.2359775	-0.67679338
1.11	-0.58	2.1344353	-0.68341413
1.17	-0.58	2.0071894	-0.69713209
1.23	-0.58	2.0900565	-0.70332385
1.29	-0.58	2.1157225	-0.69548836
1.35	-0.58	2.0876573	-0.74780671
1.41	-0.58	2.17963	-0.55184109
1.47	-0.58	2.1396273	-0.50828116
1.53	-0.58	2.1079124	-0.6895441
1.59	-0.58	2.166335	-0.79494394
1.65	-0.58	2.3094738	-0.86823833
1.71	-0.58	2.3507644	-0.80432268
1.77	-0.58	2.3341608	-0.7529773
1.83	-0.58	2.3662694	-0.71027485
1.89	-0.58	2.4222794	-0.70761367
1.95	-0.58	2.4305601	-0.66862034
2.01	-0.58	2.4543248	-0.63603945
2.07	-0.58	2.4474175	-0.64359065
2.13	-0.58	2.4735049	-0.61749682
2.19	-0.58	2.4972369	-0.59912373
2.25	-0.58	2.4905285	-0.6073373
2.31	-0.58	2.4930668	-0.60892095
2.37	-0.58	2.5113344	-0.60052688
2.43	-0.58	2.5141369	-0.58743479
2.49	-0.58	2.516261	-0.5703898
2.55	-0.58	2.5319131	-0.57432122
2.61	-0.58	2.5403465	-0.57835976
2.67	-0.58	2.5465774	-0.58622818
2.73	-0.58	2.4910286	-0.57739986
2.79	-0.58	2.5210666	-0.55327354
2.85	-0.58	2.5541052	-0.53740893
2.91	-0.58	2.5459433	-0.5283103
2.97	-0.58	2.5278193	-0.5165926
3.03	-0.58	2.5539034	-0.51910626
3.09	-0.58	2.5438522	-0.50617528
3.15	-0.58	2.5171806	-0.49557221
3.21	-0.58	2.52888	-0.50477529
3.27	-0.58	2.5224195	-0.49888664
3.33	-0.58	2.4178794	-0.57424422
3.39	-0.58	2.3917999	-0.57540733
3.45	-0.58	2.0647823	-0.74934939
3.51	-0.58	1.9125143	-0.78573388
3.57	-0.58	1.6410765	-0.74772939
3.63	-0.58	1.9313293	-0.82208149
3.69	-0.58	1.6115699	-0.29872435
3.75	-0.58	1.4002626	0.12907939
3.81	-0.58	1.2768738	0.18540187
3.87	-0.58	1.2220205	0.15506784
3.93	-0.58	1.423748	0.1619779
3.99	-0.58	1.4471707	0.18332546
4.05	-0.58	1.5457954	0.22773845
4.11	-0.58	1.5928326	0.26205424
4.17	-0.58	1.6891774	0.29264259
4.23	-0.58	1.7652769	0.27546957
4.29	-0.58	1.8483853	0.28897529
4.35	-0.58	1.8881381	0.29279759
4.41	-0.58	1.8942562	0.31888006
4.47	-0.58	1.9565111	0.38880304
4.53	-0.58	1.9693837	0.35737416
4.59	-0.58	1.9872932	0.36004329
4.65	-0.58	2.0140137	0.38378236
4.71	-0.58	2.0296967	0.41475922
4.77	-0.58	2.0672216	0.3904391
4.83	-0.58	2.06877	0.40418757
4.89	-0.58	2.0741119	0.43655455
4.95	-0.58	2.0880827	0.42835849
5.01	-0.58	2.0709069	0.40380884
5.07	-0.58	2.0189855	0.437959
5.13	-0.58	2.0190362	0.43337483
5.19	-0.58	2.029911	0.42597284
5.25	-0.58	2.0617631	0.41488135
5.31	-0.58	2.0683427	0.36086833
5.37	-0.58	2.0203362	0.34801469
5.43	-0.58	2.0093689	0.40693722
5.49	-0.58	1.9980039	0.41944891
5.55	-0.58	2.0065304	0.41763035
5.61	-0.58	1.9700854	0.41996513
5.67	-0.58	1.951847	0.42899869
5.73	-0.58	1.935072	0.43050139
5.79	-0.58	1.9325141	0.41918638
5.85	-0.58	1.9910899	0.45142332
0.15	-0.54	1.9162834	-0.43139338
0.21	-0.54	2.0287322	-0.39639333
0.27	-0.54	1.8194334	-0.4417456
0.33	-0.54	1.9954512	-0.30922185
0.39	-0.54	1.9166371	-0.47989483
0.45	-0.54	2.0446521	-0.64875694
0.51	-0.54	2.1844051	-0.68807395
0.57	-0.54	2.3653192	-0.72115933
0.63	-0.54	2.3287638	-0.71180544
0.69	-0.54	2.127091	-0.62600926
0.75	-0.54	1.8659225	-0.55594263
0.81	-0.54	2.3959449	-0.62583974
0.87	-0.54	2.5418168	-0.60152125
0.93	-0.54	2.2498775	-0.51861395
0.99	-0.54	2.1544252	-0.60399055
1.05	-0.54	2.2114657	-0.60078231
1.11	-0.54	2.0921678	-0.66412474
1.17	-0.54	2.1487184	-0.71546277
1.23	-0.54	2.1915117	-0.62204885
1.29	-0.54	2.1838581	-0.5632297
1.35	-0.54	2.1531999	-0.55231746
1.41	-0.54	2.1464614	-0.62862648
1.47	-0.54	2.0888759	-0.71262687
1.53	-0.54	2.0576742	-0.73867523
1.59	-0.54	2.2473143	-0.7192267
1.65	-0.54	2.3402267	-0.73823906
1.71	-0.54	2.3833715	-0.72286186
1.77	-0.54	2.3910796	-0.6581483
1.83	-0.54	2.3635372	-0.66413478
1.89	-0.54	2.3522685	-0.62142308
1.95	-0.54	2.4349443	-0.60293691
2.01	-0.54	2.4408744	-0.60665237
2.07	-0.54	2.4576425	-0.5852636
2.13	-0.54	2.473256	-0.54828134
2.19	-0.54	2.4966318	-0.55644131
2.25	-0.54	2.5057979	-0.56743472
2.31	-0.54	2.5147852	-0.54998711
2.37	-0.54	2.5172976	-0.54437235
2.43	-0.54	2.5155963	-0.55398619
2.49	-0.54	2.506177	-0.55685919
2.55	-0.54	2.5497295	-0.55547378
2.61	-0.54	2.5497661	-0.53875885
2.67	-0.54	2.5651973	-0.54081908
2.73	-0.54	2.562881	-0.528991
2.79	-0.54	2.533489	-0.50142849
2.85	-0.54	2.5661577	-0.50821723
2.91	-0.54	2.551728	-0.50977775
2.97	-0.54	2.5419207	-0.49595312
3.03	-0.54	2.5706627	-0.49380092
3.09	-0.54	2.5276429	-0.46719601
3.15	-0.54	2.5494971	-0.46963798
3.21	-0.54	2.5089912	-0.46811331
3.27	-0.54	2.4857592	-0.47739891
3.33	-0.54	2.5097366	-0.47791433
3.39	-0.54	2.050626	-0.62535811
3.45	-0.54	1.6197466	-0.89922827
3.51	-0.54	1.7383771	-0.8682021
3.57	-0.54	1.6843045	-0.85205284
3.63	-0.54	1.7906816	-0.84459398
3.69	-0.54	1.6477977	-0.82572996
3.75	-0.54	1.5479937	-0.2544407
3.81	-0.54	1.4598939	-0.28236287
3.87	-0.54	1.2022405	0.11581966
3.93	-0.54	1.4012585	0.083672306
3.99	-0.54	1.4012647	0.31294622
4.05	-0.54	1.4753992	0.39166889
4.11	-0.54	1.4999335	0.49464464
4.17	-0.54	1.5854854	0.51978735
4.23	-0.54	1.6667628	0.5107745
4.29	-0.54	1.7301284	0.47295781
4.35	-0.54	1.8052948	0.42211569
4.41	-0.54	1.8338646	0.40985284
4.47	-0.54	1.8441122	0.38847183
4.53	-0.54	1.9329995	0.4111165
4.59	-0.54	1.9305899	0.42345673
4.65	-0.54	1.9423484	0.41685234
4.71	-0.54	1.9907495	0.38275995
4.77	-0.54	2.0377748	0.41713707
4.83	-0.54	2.0250476	0.419908
4.89	-0.54	2.0778854	0.41864879
4.95	-0.54	2.0909621	0.44401657
5.01	-0.54	2.0998882	0.45797735
5.07	-0.54	2.0707393	0.46911978
5.13	-0.54	2.0688785	0.45380598
5.19	-0.54	2.0592551	0.45621625
5.25	-0.54	2.0221672	0.45735596
5.31	-0.54	2.0519438	0.4058072
5.37	-0.54	2.0419581	0.42621898
5.43	-0.54	2.0333961	0.40769447
5.49	-0.54	2.0334962	0.4105231
5.55	-0.54	2.012417	0.46296519
5.61	-0.54	2.0064952	0.4878293
5.67	-0.54	1.9647591	0.48795974
5.73	-0.54	1.9726093	0.46199221
5.79	-0.54	1.9392025	0.44488733
5.85	-0.54	1.95802	0.44871941
0.03	-0.5	2.3625653	-0.064123707
0.09	-0.5	2.1157599	0.1851216
0.15	-0.5	2.0199005	-0.38608921
0.21	-0.5	2.1017627	0.019319648
0.27	-0.5	2.4169218	0.38968581
0.33	-0.5	2.2040322	-0.63706876
0.39	-0.5	2.3476031	-0.56192423
0.45	-0.5	1.9895564	-0.53718459
0.51	-0.5	2.3847394	-0.66679768
0.57	-0.5	2.5131304	-0.39803016
0.63	-0.5	2.6846587	-0.41713164
0.69	-0.5	2.0149697	-0.48760994
0.75	-0.5	1.5595766	-0.42305962
0.81	-0.5	2.0403071	-0.48329423
0.87	-0.5	2.1213418	-0.36611135
0.93	-0.5	2.1694847	-0.56783108
0.99	-0.5	2.1389643	-0.59252244
1.05	-0.5	2.1370038	-0.6161291
1.11	-0.5	2.2131144	-0.68320385
1.17	-0.5	2.1297303	-0.59281594
1.23	-0.5	2.052433	-0.59316031
1.29	-0.5	2.1907702	-0.59710689
1.35	-0.5	2.2284941	-0.58839053
1.41	-0.5	2.1054636	-0.71816441
1.47	-0.5	2.1107793	-0.65592798
1.53	-0.5	2.1513988	-0.65405913
1.59	-0.5	2.2925412	-0.702271
1.65	-0.5	2.3775856	-0.68841335
1.71	-0.5	2.3478718	-0.64525283
1.77	-0.5	2.3459734	-0.62899885
1.83	-0.5	2.3515866	-0.59217682
1.89	-0.5	2.4226236	-0.56099329
1.95	-0.5	2.4313655	-0.5319639
2.01	-0.5	2.4506359	-0.52698472
2.07	-0.5	2.4722881	-0.52617128
2.13	-0.5	2.4668602	-0.52458451
2.19	-0.5	2.4896701	-0.53156562
2.25	-0.5	2.4990124	-0.53091964
2.31	-0.5	2.4846267	-0.53266332
2.37	-0.5	2.510298	-0.50015989
2.43	-0.5	2.5203216	-0.5199752
2.49	-0.5	2.550203	-0.51236008
2.55	-0.5	2.5552124	-0.50791858
2.61	-0.5	2.5705864	-0.48229841
2.67	-0.5	2.5649648	-0.47095309
2.73	-0.5	2.5338469	-0.47165505
2.79	-0.5	2.5449021	-0.47714996
2.85	-0.5	2.5737345	-0.4612834
2.91	-0.5	2.5556681	-0.45628738
2.97	-0.5	2.5571678	-0.44456071
3.03	-0.5	2.5377321	-0.43899804
3.09	-0.5	2.5377275	-0.45287732
3.15	-0.5	2.5262798	-0.44402951
3.21	-0.5	2.4792307	-0.43945755
3.27	-0.5	2.4614854	-0.43992427
3.33	-0.5	2.1669824	-0.5932449
3.39	-0.5	1.9731274	-0.67540544
3.45	-0.5	1.6927812	-0.89913985
3.51	-0.5	1.6036766	-0.89922497
3.57	-0.5	1.5670828	-0.9476859
3.63	-0.5	1.5809449	-0.98678748
3.69	-0.5	1.6399411	-0.86932342
3.75	-0.5	1.4552161	-0.85019599
3.81	-0.5	1.3727864	-0.48186418
3.87	-0.5	1.4225267	-0.43145205
3.93	-0.5	1.5112021	-0.17986516
3.99	-0.5	1.5092137	0.2634536
4.05	-0.5	1.4512185	0.4227707
4.11	-0.5	1.4875171	0.56393288
4.17	-0.5	1.5201186	0.63001531
4.23	-0.5	1.5776327	0.646738
4.29	-0.5	1.62925	0.56291199
4.35	-0.5	1.713796	0.52283236
4.41	-0.5	1.8061399	0.47792707
4.47	-0.5	1.8321521	0.44163399
4.53	-0.5	1.8824984	0.43688529
4.59	-0.5	1.8929915	0.43004912
4.65	-0.5	1.9253053	0.43603013
4.71	-0.5	1.9878348	0.48149373
4.77	-0.5	1.9917138	0.47879607
4.83	-0.5	2.0136884	0.50424598
4.89	-0.5	2.0212718	0.50557003
4.95	-0.5	2.015615	0.49703843
5.01	-0.5	2.0346228	0.4983176
5.07	-0.5	2.0512361	0.49079316
5.13	-0.5	2.0402587	0.49313715
5.19	-0.5	2.046047	0.48724869
5.25	-0.5	2.050316	0.48157795
5.31	-0.5	2.044145	0.47973633
5.37	-0.5	2.0252165	0.44178856
5.43	-0.5	1.9833295	0.47692668
5.49	-0.5	1.9861382	0.4745571
5.55	-0.5	2.0219089	0.49786732
5.61	-0.5	1.9954872	0.47937271
5.67	-0.5	1.9763271	0.49114015
5.73	-0.5	2.0012267	0.50497611
5.79	-0.5	1.9656577	0.516832
5.85	-0.5	1.953724	0.49926841
0.09	-0.46	1.9697895	0.25418549
0.15	-0.46	1.8238192	0.32324938
0.21	-0.46	1.9414962	0.47007532
0.27	-0.46	2.456824	-0.4127131
0.33	-0.46	2.4412836	-0.23471974
0.39	-0.46	2.2444066	-0.3303403
0.45	-0.46	2.0248793	-0.40976892
0.51	-0.46	2.1621652	-0.96210083
0.57	-0.46	1.6349388	-0.59216724
0.63	-0.46	1.6131983	-0.15939713
0.69	-0.46	1.819358	-0.35626047
0.75	-0.46	2.1057047	-0.4699537
0.81	-0.46	2.0843651	-0.51816623
0.87	-0.46	2.1436516	-0.55200484
0.93	-0.46	2.3591766	-0.44737242
0.99	-0.46	2.2112164	-0.45433963
1.05	-0.46	2.2190786	-0.46441967
1.11	-0.46	2.2818231	-0.37356488
1.17	-0.46	2.2898818	-0.34904821
1.23	-0.46	2.1847035	-0.59487371
1.29	-0.46	2.216453	-0.61542846
1.35	-0.46	2.1236145	-0.62264527
1.41	-0.46	2.104033	-0.66659513
1.47	-0.46	2.1155866	-0.61049199
1.53	-0.46	2.1377808	-0.52225256
1.59	-0.46	2.2059239	-0.59296535
1.65	-0.46	2.3712566	-0.62981164
1.71	-0.46	2.3904884	-0.56592478
1.77	-0.46	2.3702427	-0.51422446
1.83	-0.46	2.395466	-0.50353893
1.89	-0.46	2.4030178	-0.4994905
1.95	-0.46	2.2294347	-0.52176517
2.01	-0.46	2.4707159	-0.50250467
2.07	-0.46	2.47952	-0.5120923
2.13	-0.46	2.4872789	-0.51127833
2.19	-0.46	2.4990946	-0.49444564
2.25	-0.46	2.5084857	-0.48504853
2.31	-0.46	2.5210496	-0.47884348
2.37	-0.46	2.5537647	-0.49010584
2.43	-0.46	2.5590771	-0.4709547
2.49	-0.46	2.567752	-0.46477972
2.55	-0.46	2.5460461	-0.45010719
2.61	-0.46	2.5517025	-0.43681193
2.67	-0.46	2.5848485	-0.4586736
2.73	-0.46	2.5376188	-0.43420624
2.79	-0.46	2.5445162	-0.44666771
2.85	-0.46	2.5672185	-0.44938257
2.91	-0.46	2.5881468	-0.43778988
2.97	-0.46	2.5796879	-0.44004214
3.03	-0.46	2.5619802	-0.43870558
3.09	-0.46	2.5523608	-0.4382963
3.15	-0.46	2.5357289	-0.43270276
3.21	-0.46	2.4934894	-0.45830966
3.27	-0.46	2.0908735	-0.58458827
3.33	-0.46	1.6985493	-0.64106929
3.39	-0.46	1.3800336	-1.0167358
3.45	-0.46	1.428362	-0.95062686
3.51	-0.46	1.4164653	-0.88187203
3.57	-0.46	1.5828459	-0.92395725
3.63	-0.46	1.5422584	-0.74150148
3.69	-0.46	1.5457035	-0.88875162
3.75	-0.46	1.4050127	-0.8770661
3.81	-0.46	1.4284672	-0.71669612
3.87	-0.46	1.446431	-0.59999593
3.93	-0.46	1.4402764	-0.32088172
3.99	-0.46	1.5803861	0.075821953
4.05	-0.46	1.4075822	0.44432282
4.11	-0.46	1.3491286	0.56543245
4.17	-0.46	1.5267	0.58563961
4.23	-0.46	1.4993076	0.63649209
4.29	-0.46	1.5703532	0.68585046
4.35	-0.46	1.6341096	0.61413743
4.41	-0.46	1.7160225	0.51414808
4.47	-0.46	1.7787709	0.45796306
4.53	-0.46	1.8274129	0.48667002
4.59	-0.46	1.8917659	0.49171343
4.65	-0.46	1.886826	0.5085677
4.71	-0.46	1.8762145	0.50145762
4.77	-0.46	1.9231996	0.51775087
4.83	-0.46	1.9736611	0.54498834
4.89	-0.46	2.0064189	0.55869452
4.95	-0.46	1.9757963	0.54637517
5.01	-0.46	1.983398	0.54602306
5.07	-0.46	2.0110254	0.53153493
5.13	-0.46	2.0163233	0.5454354
5.19	-0.46	2.0196673	0.52413709
5.25	-0.46	2.0108124	0.51732182
5.31	-0.46	2.0110578	0.49569751
5.37	-0.46	2.0125424	0.50819045
5.43	-0.46	2.0232695	0.51288519
5.49	-0.46	2.0247312	0.50976966
5.55	-0.46	1.9883482	0.48838288
5.61	-0.46	1.9854173	0.52428079
5.67	-0.46	1.9701058	0.53505551
5.73	-0.46	1.9711176	0.52694219
5.79	-0.46	1.9853759	0.52319625
5.85	-0.46	2.032502	0.49598325
0.27	-0.42	2.1887918	0.00629599
0.33	-0.42	2.1913944	-0.000368486
0.39	-0.42	2.1412101	-0.098756363
0.45	-0.42	2.0602023	-0.28235325
0.51	-0.42	2.0763628	-0.4826859
0.57	-0.42	2.0734317	-0.60086632
0.63	-0.42	2.3327057	-0.41694237
0.69	-0.42	2.1537226	-0.42971067
0.75	-0.42	2.2579686	-0.34796391
0.81	-0.42	2.3057801	-0.34080651
0.87	-0.42	2.2876458	-0.41536364
0.93	-0.42	2.1584416	-0.52582581
0.99	-0.42	2.174553	-0.50942766
1.05	-0.42	2.1526172	-0.53222298
1.11	-0.42	2.2099019	-0.54027568
1.17	-0.42	2.20633	-0.56181453
1.23	-0.42	2.2146585	-0.53472897
1.29	-0.42	2.2240401	-0.56422992
1.35	-0.42	2.0667356	-0.61860403
1.41	-0.42	2.1015216	-0.59107241
1.47	-0.42	2.1097533	-0.59719227
1.53	-0.42	2.1278719	-0.58579746
1.59	-0.42	2.3533025	-0.58351112
1.65	-0.42	2.3970647	-0.54651506
1.71	-0.42	2.3780014	-0.49640397
1.77	-0.42	2.3631858	-0.49285089
1.83	-0.42	2.3411658	-0.46188028
1.89	-0.42	2.3570344	-0.45726972
1.95	-0.42	2.4490524	-0.45488694
2.01	-0.42	2.4614067	-0.46551738
2.07	-0.42	2.4777949	-0.47299668
2.13	-0.42	2.5124847	-0.46103689
2.19	-0.42	2.5246052	-0.48084294
2.25	-0.42	2.5038076	-0.45485772
2.31	-0.42	2.5120594	-0.44669241
2.37	-0.42	2.5324978	-0.44275108
2.43	-0.42	2.5211212	-0.43227538
2.49	-0.42	2.5375543	-0.42722901
2.55	-0.42	2.5657655	-0.42403467
2.61	-0.42	2.5744345	-0.42732348
2.67	-0.42	2.5871513	-0.42540242
2.73	-0.42	2.5738321	-0.42838587
2.79	-0.42	2.5506589	-0.42928229
2.85	-0.42	2.5770287	-0.42328597
2.91	-0.42	2.5585119	-0.42133401
2.97	-0.42	2.5601729	-0.39913176
3.03	-0.42	2.5567689	-0.41475427
3.09	-0.42	2.558774	-0.4036471
3.15	-0.42	2.5362124	-0.45004419
3.21	-0.42	2.5622419	-0.42580153
3.27	-0.42	1.7636192	-0.80770255
3.33	-0.42	0.93623811	-1.2128972
3.39	-0.42	1.5923488	-0.96569013
3.45	-0.42	1.224168	-1.0047597
3.51	-0.42	1.5941706	-0.88683555
3.57	-0.42	1.4342792	-0.88722234
3.63	-0.42	1.3822132	-0.88941093
3.69	-0.42	1.4494002	-0.87535749
3.75	-0.42	1.3718226	-0.8087511
3.81	-0.42	1.3863167	-0.57096855
3.87	-0.42	1.3939733	-0.33571348
3.93	-0.42	1.4383342	-0.29491042
3.99	-0.42	1.349599	0.41704818
4.05	-0.42	1.5013686	0.48386012
4.11	-0.42	1.4475	0.51610629
4.17	-0.42	1.4476223	0.62872746
4.23	-0.42	1.4654664	0.71950535
4.29	-0.42	1.4933393	0.75889098
4.35	-0.42	1.5234693	0.76064475
4.41	-0.42	1.6301679	0.68644631
4.47	-0.42	1.7182475	0.60379202
4.53	-0.42	1.7517248	0.51952854
4.59	-0.42	1.7548669	0.54605745
4.65	-0.42	1.7863294	0.55274469
4.71	-0.42	1.8422007	0.56629948
4.77	-0.42	1.8890118	0.54765038
4.83	-0.42	1.9068103	0.54857664
4.89	-0.42	1.9367921	0.55066272
4.95	-0.42	1.9622793	0.57221422
5.01	-0.42	1.9717085	0.6073216
5.07	-0.42	1.9550934	0.61175367
5.13	-0.42	1.9718107	0.56487656
5.19	-0.42	1.9689024	0.57512186
5.25	-0.42	1.9502032	0.59235607
5.31	-0.42	1.9825602	0.55729423
5.37	-0.42	1.9973343	0.53923696
5.43	-0.42	1.9784445	0.53178985
5.49	-0.42	1.9658062	0.53593813
5.55	-0.42	1.9674076	0.49391367
5.61	-0.42	1.9913171	0.49365089
5.67	-0.42	1.9935029	0.53029051
5.73	-0.42	1.9925468	0.55746699
5.79	-0.42	1.9813008	0.56186221
5.85	-0.42	1.9836518	0.60983934
0.33	-0.38	1.8801173	-0.22758218
0.39	-0.38	1.9771371	-0.46499188
0.45	-0.38	2.2463107	-0.008838895
0.51	-0.38	2.1302271	-0.2747233
0.57	-0.38	2.2432326	-0.51174143
0.63	-0.38	2.06321	-0.29035657
0.69	-0.38	2.1285064	-0.32063504
0.75	-0.38	2.1122203	-0.35584483
0.81	-0.38	2.1173194	-0.42644935
0.87	-0.38	2.1488563	-0.45896472
0.93	-0.38	2.2357989	-0.42509665
0.99	-0.38	2.2394498	-0.46136685
1.05	-0.38	2.2535774	-0.45399851
1.11	-0.38	2.2533329	-0.479396
1.17	-0.38	2.1969646	-0.44314712
1.23	-0.38	2.152108	-0.52306815
1.29	-0.38	2.1598136	-0.5366004
1.35	-0.38	2.1664229	-0.53857678
1.41	-0.38	2.1436528	-0.52490818
1.47	-0.38	2.1306659	-0.52608229
1.53	-0.38	2.1303546	-0.36222505
1.59	-0.38	2.2660747	-0.42858469
1.65	-0.38	2.290187	-0.43760736
1.71	-0.38	2.3442215	-0.41869136
1.77	-0.38	2.3598134	-0.42040649
1.83	-0.38	2.3731856	-0.40281922
1.89	-0.38	2.3249674	-0.39405841
1.95	-0.38	2.4260695	-0.4058972
2.01	-0.38	2.5012229	-0.4274257
2.07	-0.38	2.480358	-0.41443562
2.13	-0.38	2.4899975	-0.4178783
2.19	-0.38	2.4931517	-0.40123745
2.25	-0.38	2.4903436	-0.40199995
2.31	-0.38	2.4787673	-0.39446035
2.37	-0.38	2.5280663	-0.40240072
2.43	-0.38	2.5560347	-0.40564061
2.49	-0.38	2.5754769	-0.39275975
2.55	-0.38	2.5861664	-0.39712611
2.61	-0.38	2.5963177	-0.39005376
2.67	-0.38	2.5607242	-0.36801111
2.73	-0.38	2.5432386	-0.35983206
2.79	-0.38	2.5336749	-0.36691201
2.85	-0.38	2.5499042	-0.37205412
2.91	-0.38	2.5649672	-0.39135216
2.97	-0.38	2.564335	-0.39885246
3.03	-0.38	2.5575328	-0.38408239
3.09	-0.38	2.5620316	-0.38772415
3.15	-0.38	2.5288452	-0.39470793
3.21	-0.38	0.77868306	-1.0001752
3.27	-0.38	0.79427295	-1.0798288
3.33	-0.38	0.54309513	-1.3267989
3.39	-0.38	0.71995555	-1.1739443
3.45	-0.38	1.4013661	-0.78180262
3.51	-0.38	1.1466518	-1.0599864
3.57	-0.38	1.3550752	-0.88649245
3.63	-0.38	1.3472955	-0.98756101
3.69	-0.38	1.2755933	-0.93450807
3.75	-0.38	1.3989632	-0.75331129
3.81	-0.38	1.4468459	-0.83977273
3.87	-0.38	1.3053116	-0.23588634
3.93	-0.38	1.4616729	0.040903353
3.99	-0.38	1.6493424	0.044899512
4.05	-0.38	1.5341021	0.36743005
4.11	-0.38	1.5868884	0.46799401
4.17	-0.38	1.6025265	0.57106167
4.23	-0.38	1.546191	0.64445659
4.29	-0.38	1.4789338	0.80357704
4.35	-0.38	1.4809867	0.82348016
4.41	-0.38	1.5363118	0.83265935
4.47	-0.38	1.6125902	0.75452772
4.53	-0.38	1.7096653	0.67186095
4.59	-0.38	1.7340006	0.60288494
4.65	-0.38	1.7447321	0.61739834
4.71	-0.38	1.7689257	0.62922948
4.77	-0.38	1.8295351	0.59761749
4.83	-0.38	1.872257	0.60241352
4.89	-0.38	1.8956691	0.59663402
4.95	-0.38	1.9347652	0.56723667
5.01	-0.38	1.9418772	0.59574851
5.07	-0.38	1.9656771	0.60241506
5.13	-0.38	1.9491541	0.62820855
5.19	-0.38	1.9292325	0.6267185
5.25	-0.38	1.9172514	0.60447775
5.31	-0.38	1.9125067	0.61331833
5.37	-0.38	1.9366119	0.61380438
5.43	-0.38	1.9437167	0.5850009
5.49	-0.38	1.9894161	0.54801199
5.55	-0.38	1.995958	0.55155098
5.61	-0.38	1.9708898	0.54249825
5.67	-0.38	1.987797	0.52972544
5.73	-0.38	1.9363805	0.41506617
5.79	-0.38	1.8193361	0.15076608
5.85	-0.38	1.7123267	0.20091084
0.09	-0.34	1.8764216	0.40263468
0.33	-0.34	1.9721438	-0.15961061
